name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min
OGLE-2017-BLG-1140L b,Confirmed,1.63,0.29,0.0,,,,,
OGLE-2017-BLG-1237 b,Confirmed,3.8,2.0,2.5,,,,,
OGLE-2017-BLG-1275 b,Confirmed,5.9,2.2,2.2,,,,,
OGLE-2017-BLG-1375 b,Confirmed,10.33,3.0,3.0,,,,,
OGLE-2017-BLG-1434L b,Confirmed,0.014,0.0016,0.0016,,,,,
OGLE-2017-BLG-1691L b,Confirmed,0.046,0.025,0.037,,,,,
OGLE-2017-BLG-1806 b,Confirmed,0.01658,0.00856,0.01482,,,,,
OGLE-2018-BLG-0298 b,Confirmed,0.14,0.07,0.07,,,,,
OGLE-2018-BLG-0383 b,Confirmed,0.0201,0.0088,0.0173,,,,,
OGLE-2018-BLG-0506 b,Confirmed,0.0513,0.0267,0.038,,,,,
OGLE-2018-BLG-0516 b,Confirmed,0.0632,0.0337,0.0516,,,,,
OGLE-2018-BLG-0532 b,Confirmed,0.019636,0.002888,0.002888,,,,,
OGLE-2018-BLG-0567L b,Confirmed,0.32,0.16,0.34,,,,,
OGLE-2018-BLG-0596 b,Confirmed,0.0267,0.0236,0.0236,,,,,
OGLE-2018-BLG-0677L b,Confirmed,0.01246,0.00837,0.0185,,,,,
OGLE-2018-BLG-0740L b,Confirmed,4.5,0.6,0.6,,,,,
OGLE-2018-BLG-0799L b,Confirmed,0.41,0.19,0.45,,,,,
OGLE-2018-BLG-0932 b,Confirmed,0.89,0.31,0.36,,,,,
OGLE-2018-BLG-0962,Confirmed,1.37,0.72,0.8,,,,,
OGLE-2018-BLG-0977 b,Confirmed,0.0201,0.0116,0.0164,,,,,
OGLE-2018-BLG-1011L b,Confirmed,1.8,1.1,3.4,,,,,
OGLE-2018-BLG-1011L c,Confirmed,2.8,1.7,5.1,,,,,
OGLE-2018-BLG-1119 b,Confirmed,0.91,0.52,0.66,,,,,
OGLE-2018-BLG-1126 b,Confirmed,0.056,0.031,0.033,,,,,
OGLE-2018-BLG-1185 b,Confirmed,0.0264,0.0148,0.0249,,,,,
OGLE-2018-BLG-1212 b,Confirmed,0.2,0.13,0.16,,,,,
OGLE-2018-BLG-1269L b,Confirmed,0.69,0.22,0.44,,,,,
OGLE-2018-BLG-1367 b,Confirmed,0.95,0.44,0.75,,,,,
OGLE-2018-BLG-1428L b,Confirmed,0.77,0.33,0.77,,,,,
OGLE-2018-BLG-1544 b,Confirmed,11.2,5.9,6.3,,,,,
OGLE-2018-BLG-1647 b,Confirmed,0.97,0.56,1.78,,,,,
OGLE-2018-BLG-1700L b,Confirmed,4.4,2.0,3.0,,,,,
OGLE-2019-BLG-0249 b,Confirmed,7.12,1.47,1.47,,,,,
OGLE-2019-BLG-0299 b,Confirmed,6.22,3.67,3.8,,,,,
OGLE-2019-BLG-0304 b,Confirmed,0.51,0.23,0.51,,,,,
OGLE-2019-BLG-0362 b,Confirmed,3.3,4.6,4.6,,,,,
OGLE-2019-BLG-0468L b,Confirmed,3.43,1.17,1.83,,,,,
OGLE-2019-BLG-0468L c,Confirmed,10.22,3.3,5.46,,,,,
OGLE-2019-BLG-0679 b,Confirmed,3.34,1.9,1.9,,,,,
OGLE-2019-BLG-0960 b,Confirmed,0.00708,0.0025,0.0025,,,,,
OGLE-2019-BLG-1053L b,Confirmed,0.0078,0.003,0.0038,,,,,
OGLE-2019-BLG-1180L b,Confirmed,1.75,0.51,0.53,,,,,
OGLE-2019-BLG-1470L (AB)b,Confirmed,2.2,1.3,1.8,,,,,
OGLE-2019-BLG-1492 b,Confirmed,0.1167,0.0614,0.079,,,,,
OGLE-2023-BLG-0836L (AB)b,Confirmed,4.36,2.2,2.35,,,,,
OGLE2-TR-L9 b,Confirmed,4.34,1.48,1.48,,,,1.614,0.083
OGLE-GD-ECL-11388 (AB)b,Confirmed,,,,12.5,,,,
OGLE-TR-10 b,Confirmed,0.68,0.15,0.15,,,,1.72,0.11
OGLE-TR-111 b,Confirmed,0.54,0.1,0.1,,,,1.077,0.075
OGLE-TR-113 b,Confirmed,1.24,0.17,0.17,,,,1.11,0.05
OGLE-TR-132 b,Confirmed,1.17,0.14,0.14,,,,1.23,0.07
OGLE-TR-182 b,Confirmed,1.06,0.15,0.15,,,,1.47,0.14
OGLE-TR-211 b,Confirmed,0.75,0.15,0.15,,,,1.26,0.09
OGLE-TR-56 b,Confirmed,1.3,0.08,0.08,,,,1.2,0.17
ome Cen-H b,Confirmed,,0.5,0.5,11.5,0.5,0.5,,
ome Ser Ab,Confirmed,,,,1.7,,,,
omi CrB b,Confirmed,,,,1.5,,,,
omi UMa Ab,Confirmed,,,,4.1,,,,
OY Car b,Confirmed,8.48,0.02,0.02,,,,,
PDS 70 b,Confirmed,7.0,2.0,2.0,,,,,
PDS 70 c,Confirmed,4.4,1.1,1.1,,,,,
pi2 UMa b,Confirmed,,1.6,1.6,7.1,1.6,1.6,,
pi Men b,Confirmed,12.6,2.0,2.0,9.82,0.24,0.24,,
pi Men c,Confirmed,0.01142,0.0012,0.0012,,,,0.16719,0.004532
pi Men d,Confirmed,,0.00425,0.00425,0.0421,0.00425,0.00425,,
PM J17083-2548S (AB)b,Confirmed,,0.7,0.7,7.3,0.7,0.7,,
Pollux b,Confirmed,,0.1,0.1,2.9,0.1,0.1,,
POTS-1 b,Confirmed,2.31,0.77,0.77,,,,0.941,0.047
Pr 0201 b,Confirmed,,0.039,0.039,0.54,0.039,0.039,,
Pr 0211 Ab,Confirmed,,0.02,0.02,1.88,0.02,0.02,,
Pr 0211 Ac,Confirmed,,0.25,0.25,7.95,0.25,0.25,,
Proxima Centauri b,Confirmed,,0.00019,0.00019,0.00337,0.00019,0.00019,,
Proxima Centauri d,Confirmed,,0.000267,0.000267,0.00082,0.000267,0.000267,,
psi1 Aqr Ab,Confirmed,,,,3.2,,,,
psi1 Dra Bb,Confirmed,,0.1,0.1,1.53,0.1,0.1,,
PSR 1719-14 b,Confirmed,1.0,0.0,0.0,,,,0.4,0.4
PSR B0329+54 b,Confirmed,,0.0006,0.0006,0.0062,0.0006,0.0006,,
PSR B0943+10 b,Confirmed,,,,2.8,,,,
PSR B0943+10 c,Confirmed,,,,2.6,,,,
PSR B1257+12 c,Confirmed,0.013,,,,,,,
PSR B1257+12 d,Confirmed,0.012,0.0006,0.0006,,,,,
PSR B1620-26 (AB)b,Confirmed,2.5,1.0,1.0,,,,,
PSR B1802-07 b,Confirmed,,,,10.0,,,,
PSR J0312-0921 b,Confirmed,10.47,,,9.42,,,,
PSR J0636+5129	b,Confirmed,8.5,,,8.0,,,0.74,0.136
PSR J1211-0633 b,Confirmed,,,,10.0,,,,
PSR J1311-3430 b,Confirmed,12.0,0.6,0.6,,,,,
PSR J1630+3550 b,Confirmed,,1.5,1.5,11.3,1.5,1.5,,
PSR J1748-2021H,Confirmed,7.54,,,6.6,,,,
PSR J1807-2459 A b,Confirmed,9.4,,,,,,,
PSR J1824-2452G b,Confirmed,,,,11.0,,,,
PSR J1824-2452M b,Confirmed,,,,11.0,,,,
PSR J1928+1245 b,Confirmed,,2.0,2.0,11.0,2.0,2.0,,
PSR J2241-5236 b,Confirmed,12.0,,,,,,,
PSR J2322-2650 b,Confirmed,,0.0002,0.0002,0.7949,0.0002,0.0002,,
Qatar-10 b,Confirmed,0.736,0.09,0.09,,,,1.534,0.4
Qatar-1 Ab,Confirmed,1.294,0.049,0.05,,,,1.143,0.025
Qatar-2 b,Confirmed,2.494,0.054,0.054,,,,1.254,0.013
Qatar-3 Ab,Confirmed,4.31,0.47,0.47,,,,1.096,0.14
Qatar-4 b,Confirmed,5.85,0.47,0.47,,,,1.552,0.057
Qatar-5 b,Confirmed,4.32,0.18,0.18,,,,1.107,0.064
Qatar-6 Ab,Confirmed,0.668,0.066,0.066,,,,1.062,0.07
Qatar-7 b,Confirmed,1.88,0.25,0.25,,,,1.7,0.03
Qatar-8 b,Confirmed,0.371,0.062,0.062,,,,1.285,0.022
Qatar-9 b,Confirmed,1.19,0.16,0.16,,,,1.009,0.014
QZ Ser b,Confirmed,,,,0.63,,,,
rho CrB b,Confirmed,1.04,,,1.093,0.023,0.023,,
rho Crb c,Confirmed,,0.0047,0.0047,0.0887,0.0047,0.0047,,
rho Crb d,Confirmed,,0.0079,0.0079,0.068,0.0079,0.0079,,
rho Crb e,Confirmed,,0.0017,0.0017,0.01192,0.0017,0.0017,,
rho Ind b,Confirmed,,,,1.82,,,,
Ross 128 b,Confirmed,,0.00066,0.00066,0.0044,0.00066,0.00066,,
Ross 458 (AB)b,Confirmed,11.3,4.5,4.5,,,,1.07,0.07
Ross 508 b,Confirmed,,0.0019,0.0019,0.01249,0.0019,0.0019,,
ROXs 42B (AB)b,Confirmed,9.0,3.0,3.0,,,,2.5,
RR Cae (AB) b,Confirmed,,0.3,0.3,3.0,0.3,0.3,,
S1429 b,Confirmed,,0.2,0.2,1.8,0.2,0.2,,
Sand 178 b,Confirmed,,5.03,3.94,10.4,5.03,3.94,,
SDSS J1208+3550 b,Confirmed,,,,9.5,,,,
SDSS J1212+0136 b,Confirmed,,,,50.0,,,1.0,
SDSS J1730+5545 b,Confirmed,6.0,,,,,,,
SOI-1 b,Confirmed,,,,,,,1.5,
SOI-2 b,Confirmed,,,,,,,2.22,
SOI-7 b,Confirmed,,,,,,,1.96,
S Ori 68,Confirmed,5.0,,,,,,,
SPECULOOS-3 b,Confirmed,,,,,,,0.08716,0.00196
SWEEPS-04 b,Confirmed,3.8,,,,,,0.81,0.1
SWEEPS-11 b,Confirmed,9.7,5.6,5.6,,,,1.13,0.21
SWIFT J1756-2508 b,Confirmed,,1.3,1.3,7.8,1.3,1.3,,
TAP 26 b,Confirmed,,0.27,0.27,1.73,0.27,0.27,,
tau1 Gru b,Confirmed,,0.13,0.13,1.26,0.13,0.13,,
tau Boo Ab,Confirmed,5.78,0.47,0.66,4.09,0.14,0.14,1.06,
tau Cet e,Confirmed,,0.002,0.0026,0.0124,0.002,0.0026,,
tau Cet f,Confirmed,,0.00431,0.0033,0.0124,0.00431,0.0033,,
tau Cet g,Confirmed,,0.0013,0.00079,0.00551,0.0013,0.00079,,
tau Cet h,Confirmed,,0.00082,0.0021,0.00576,0.00082,0.0021,,
TCP J050742+244755 b,Confirmed,0.06,0.009,0.009,,,,,
Teegarden's b,Confirmed,,0.00038,0.00038,0.00365,0.00038,0.00038,,
Teegarden's c,Confirmed,,0.00044,0.00044,0.0033,0.00044,0.00044,,
Teegarden's d,Confirmed,,0.00053,0.00053,0.00258,0.00053,0.00053,,
TIC 12999193 b,Confirmed,,,,,,,0.8725,0.232
TIC 139270665 b,Confirmed,0.463,0.046,0.046,,,,0.645,0.024
TIC 139270665 c,Confirmed,,0.37,0.66,4.89,0.37,0.66,,
TIC 156514476 b,Confirmed,,,,,,,0.8431,0.3676
TIC 165227846 b,Confirmed,,,,,,,1.14,0.1
TIC 172900988 (AB)b,Confirmed,2.84,0.25,0.25,,,,0.9876,0.0419
TIC 231080232 b,Confirmed,,,,,,,0.1989,0.0134
TIC 231949697 b,Confirmed,,,,,,,0.1258,0.009
TIC 237913194 b,Confirmed,1.942,0.002,0.002,,,,1.117,0.047
TIC 241249530 b,Confirmed,4.98,0.18,0.18,,,,1.19,0.04
TIC 251090642 b,Confirmed,,,,,,,0.9296,0.0303
TIC 262605715 b,Confirmed,,,,,,,0.6111,0.0366
TIC 268727719 b,Confirmed,,,,,,,0.6486,0.036
TIC 279401253 b,Confirmed,6.14,0.4,0.4,,,,1.0,0.04
TIC 279401253 c,Confirmed,,0.18,0.18,8.2,0.18,0.18,,
TIC 290048573 b,Confirmed,,,,,,,0.2552,0.0187
TIC 303682623 b,Confirmed,,,,,,,0.8413,0.0437
TIC 311276853 b,Confirmed,,,,,,,0.4202,0.0285
TIC 365102760 b,Confirmed,0.0604,0.0132,0.0132,,,,0.554,0.0678
TIC 434398831 b,Confirmed,0.0208,0.0047,0.0035,,,,0.3131,0.0196
TIC 434398831 c,Confirmed,0.0227,0.0035,0.0035,,,,0.5023,0.0259
TIC 46432937 b,Confirmed,3.2,0.11,0.11,,,,1.188,0.03
TIC 4672985,Confirmed,12.74,1.0,1.0,,,,1.026,0.067
TIC 88785435 b,Confirmed,,,,,,,0.4488,0.0187
TOI-1011 b,Confirmed,0.01271,0.00186,0.00186,,,,0.1294,0.0045
TOI-1052 Ab,Confirmed,0.0532,0.0053,0.0053,,,,0.256,0.0259
TOI-1062 b,Confirmed,0.032,0.00271,0.00258,,,,0.20198,0.00812
TOI-1062 c,Confirmed,,0.005,0.005,0.0236,0.005,0.005,,
TOI-1064 b,Confirmed,0.0425,0.0057,0.0057,,,,0.2308,0.00384
TOI-1064 c,Confirmed,0.0079,0.006,0.0057,,,,0.23651,0.00384
TOI-1075 b,Confirmed,0.03131,0.0041,0.00428,,,,0.15978,0.0071
TOI-1097 b,Confirmed,,,,,,,0.25765,0.01133
TOI-1097 c,Confirmed,,,,,,,0.2311,0.01561
TOI-1098 Ab,Confirmed,,,,,,,0.285,0.009
TOI-1107 b,Confirmed,3.35,0.18,0.18,,,,1.3,0.05
TOI-1117 b,Confirmed,0.028,0.00302,0.00299,,,,0.2195,0.0107
TOI-1117 c,Confirmed,,0.00381,0.00374,0.02762,0.00381,0.00374,,
TOI-1117 d,Confirmed,,0.0079,0.0079,0.0368,0.0079,0.0079,,
TOI-1130 b,Confirmed,0.0623,0.0009,0.0009,,,,0.3265,0.0036
TOI-1130 c,Confirmed,1.057,0.016,0.006,,,,1.16,0.036
TOI-1135 b,Confirmed,0.06428,0.031,0.031,,,,0.8,0.018
TOI-1136 b,Confirmed,0.011,0.0025,0.0025,,,,0.17,0.0134
TOI-1136 c,Confirmed,0.01988,0.0041,0.0035,,,,0.25685,0.00553
TOI-1136 d,Confirmed,0.02627,0.005,0.0057,,,,0.4128,0.00642
TOI-1136 e,Confirmed,0.0191,0.0035,0.0035,,,,0.23544,0.00785
TOI-1136 f,Confirmed,0.02586,0.0076,0.0088,,,,0.3462,0.0098
TOI-1136 g,Confirmed,0.038,0.0164,0.0164,,,,0.2257,0.0107
TOI-1173 Ab,Confirmed,0.0821,0.006,0.006,,,,0.723,0.0152
TOI-1174 b,Confirmed,0.101,0.101,0.0,,,,0.2105,0.0152
TOI-1180 b,Confirmed,0.031,0.017,0.017,,,,,
TOI-1181 b,Confirmed,1.18,0.14,0.14,,,,1.3,0.08
TOI-1184 b,Confirmed,0.0214,0.0072,0.0072,,,,0.215,0.0125
TOI-1194 b,Confirmed,0.456,0.05,0.055,,,,0.767,0.04
TOI-1199 b,Confirmed,0.239,0.02,0.02,,,,0.938,0.025
TOI-1201 Ab,Confirmed,0.01976,0.00277,0.00277,,,,0.21545,0.008
TOI-1221 b,Confirmed,3.5,3.5,0.0,,,,0.2596,0.0116
TOI-1224 b,Confirmed,,,,,,,0.187,0.008
TOI-1224 c,Confirmed,,,,,,,0.2569,0.0009
TOI-1227 b,Confirmed,,,,,,,0.854,0.052
TOI-122 b,Confirmed,0.0277,0.0098,0.028,,,,0.2427,0.0161
TOI-1231 b,Confirmed,0.0485,0.0104,0.0104,,,,0.3256,0.0143
TOI-1235 b,Confirmed,0.0186,0.00195,0.00195,,,,0.15113,0.0071
TOI-1238 b,Confirmed,0.01183,0.00337,0.00362,,,,0.1079,0.0
TOI-1238 c,Confirmed,0.02618,0.006,0.006,,,,0.1882,0.0125
TOI-1244 b,Confirmed,0.0208,0.012,0.012,,,,0.2025,0.071
TOI-1246 Ab,Confirmed,0.0255,0.0035,0.0035,,,,0.2685,0.0054
TOI-1246 Ac,Confirmed,0.0277,0.0038,0.0038,,,,0.2239,0.0071
TOI-1246 Ad,Confirmed,0.0167,0.0053,0.0053,,,,0.3131,0.008
TOI-1246 Ae,Confirmed,0.0466,0.0072,0.0072,,,,0.3372,0.0143
TOI-1247 b,Confirmed,0.0179,0.0066,0.0066,,,,0.2239,0.0125
TOI-1248 Ab,Confirmed,0.0862,0.0113,0.0113,,,,0.607,0.009
TOI-1249 b,Confirmed,0.0374,0.0164,0.0164,,,,0.2899,0.018
TOI-1259 Ab,Confirmed,0.441,0.049,0.049,,,,1.022,0.03
TOI-125 b,Confirmed,0.0299,0.00277,0.00277,,,,0.2432,0.00669
TOI-125 c,Confirmed,0.02086,0.00311,0.00311,,,,0.24614,0.009
TOI-125 d,Confirmed,0.0428,0.0038,0.0038,,,,0.2614,0.0152
TOI-1260 b,Confirmed,0.02693,0.00485,0.00485,,,,0.215,0.0045
TOI-1260 c,Confirmed,0.0415,0.01331,0.01331,,,,0.2462,0.0062
TOI-1260 d,Confirmed,0.03725,0.0245,0.0245,,,,0.2783,0.0071
TOI-1266 b,Confirmed,0.01381,0.00145,0.00145,,,,0.2337,0.0098
TOI-1266 c,Confirmed,0.00934,0.00173,0.00173,,,,0.19,0.0107
TOI-1266 d,Confirmed,,0.00349,0.0033,0.01158,0.00349,0.0033,,
TOI-1268 b,Confirmed,0.29,0.04,0.04,,,,0.82,0.06
TOI-1269 b,Confirmed,0.0201,0.009,0.009,,,,0.2025,0.0125
TOI-1272 b,Confirmed,0.0774,0.0072,0.0072,,,,0.3693,0.0187
TOI-1272 c,Confirmed,,0.0098,0.0098,0.084,0.0098,0.0098,,
TOI-1273 b,Confirmed,0.222,0.015,0.015,,,,0.99,0.22
TOI-1279 b,Confirmed,0.0334,0.0079,0.0079,,,,0.2373,0.0098
TOI-1288 b,Confirmed,0.132,0.009,0.009,,,,0.4675,0.008
TOI-1288 c,Confirmed,,0.022,0.022,0.2665,0.022,0.022,,
TOI-128 Ab,Confirmed,,,,,,,0.1981,0.0098
TOI-1294 b,Confirmed,0.1957,0.016,0.016,,,,0.8199,0.0277
TOI-1294 c,Confirmed,0.4666,0.053,0.053,,,,,
TOI-1295 b,Confirmed,1.42,0.08,0.08,,,,1.4,0.08
TOI-1296 b,Confirmed,,0.039,0.039,0.298,0.039,0.039,1.231,0.031
TOI-1298 b,Confirmed,0.356,0.032,0.032,,,,0.841,0.021
TOI-132 Ab,Confirmed,0.0705,0.00604,0.006,,,,0.3051,0.0125
TOI-1333 Ab,Confirmed,2.37,0.24,0.24,,,,1.396,0.056
TOI-1338 (AB)b,Confirmed,0.069,0.069,0.0,0.0686,0.066,0.0028,0.5986,0.0303
TOI-1338 (AB)c,Confirmed,,0.0371,0.0371,0.2051,0.0371,0.0371,,
TOI-1347 b,Confirmed,0.0384,0.005,0.005,,,,0.161,0.009
TOI-1347 c,Confirmed,0.0088,0.0072,0.0072,,,,0.143,0.009
TOI-1386 b,Confirmed,0.148,0.019,0.019,,,,0.54,0.018
TOI-1386 c,Confirmed,,0.04,0.04,0.31,0.04,0.04,,
TOI-139 b,Confirmed,6.6119,,,,,,0.2192,0.01106
TOI-1408 b,Confirmed,1.69,0.2,0.2,,,,1.5,
TOI-1408 c,Confirmed,0.0239,0.0006,0.0006,,,,0.1981,0.0054
TOI-1410 Ab,Confirmed,0.03338,,,,,,0.289359,0.0107
TOI-1410 Ac,Confirmed,,0.0104,0.0104,0.085,0.0104,0.0104,,
TOI-1411 Ab,Confirmed,0.0063,0.0035,0.0038,,,,0.1213,0.0143
TOI-1416 b,Confirmed,0.01095,0.00148,0.00148,,,,0.1445,0.0071
TOI-1416 c,Confirmed,0.068,0.0088,,0.068,0.0088,0.0098,,
TOI-1420 b,Confirmed,0.079,0.012,0.012,,,,1.0608,0.0294
TOI-1422 b,Confirmed,0.028,0.006,0.006,,,,0.3533,0.0009
TOI-1422 c,Confirmed,,0.0082,0.0082,0.0349,0.0082,0.0082,,
TOI-1430 b,Confirmed,0.01306,0.0025,0.0025,,,,0.1766,0.0062
TOI-1431 b,Confirmed,3.14,0.19,0.19,,,,1.508,0.062
TOI-1437 b,Confirmed,0.0302,0.0104,0.0123,,,,0.1998,0.0205
TOI-1439 b,Confirmed,0.1211,0.0179,0.0179,,,,0.3256,0.018
TOI-1442 b,Confirmed,0.005,0.0016,0.0035,,,,0.1044,0.0054
TOI-1443 b,Confirmed,0.094,0.094,0.0,,,,0.196,0.0125
TOI-1444 b,Confirmed,0.01218,0.00223,0.00223,,,,0.12463,0.00571
TOI-1444 c,Confirmed,,2.9,2.9,11.8,2.9,2.9,,
TOI-1448 b,Confirmed,0.0614,0.0614,0.0,,,,0.2453,0.00562
TOI-1450 Ab,Confirmed,0.00396,0.00041,0.00041,,,,0.1008,0.00393
TOI-1450 Ac,Confirmed,,0.00057,0.00057,0.00481,0.00057,0.00057,,
TOI-1451 b,Confirmed,0.0478,0.0088,0.0088,,,,0.2329,0.009
TOI-1452 Ab,Confirmed,0.01517,0.0041,0.0041,,,,0.14917,0.00633
TOI-1453 Ab,Confirmed,0.0039,0.0022,0.0022,,,,0.1044,0.0054
TOI-1453 Ac,Confirmed,0.00928,0.0025,0.0025,,,,0.1981,0.0009
TOI-1467 b,Confirmed,0.028,0.028,0.0,,,,0.1633,0.0143
TOI-1468 b,Confirmed,0.0101,0.00076,0.00076,,,,0.1142,0.00348
TOI-1468 c,Confirmed,0.02089,0.00214,0.00214,,,,0.18414,0.00393
TOI-1470 b,Confirmed,0.02303,0.0039,0.0039,,,,0.1945,0.0036
TOI-1470 c,Confirmed,0.02278,0.00872,0.00903,,,,0.2204,0.0018
TOI-1471 b,Confirmed,0.031,0.0098,0.0098,,,,0.348,0.00393
TOI-1471 c,Confirmed,0.0576,0.0573,0.0053,,,,0.29824,0.00348
TOI-1472 b,Confirmed,0.0519,0.016,0.016,,,,0.3711,0.0116
TOI-1473 Ab,Confirmed,0.034,0.0085,0.0085,,,,0.2186,0.008
TOI-1478 b,Confirmed,0.847,0.048,0.052,,,,1.06,0.04
TOI-150 b,Confirmed,2.51,0.12,0.12,,,,1.255,0.019
TOI-1516 Ab,Confirmed,3.16,0.12,0.12,,,,1.36,0.03
TOI-1518 b,Confirmed,1.83,0.47,0.47,,,,1.878,0.042
TOI-157 b,Confirmed,1.18,0.13,0.13,,,,1.286,0.002
TOI-1601 b,Confirmed,0.99,0.11,0.11,,,,1.239,0.039
TOI-1605 b,Confirmed,0.6963,0.0242,0.0242,,,,0.9225,0.0571
TOI-1634 Ab,Confirmed,0.01545,0.0022,0.0022,,,,0.1597,0.00723
TOI-163 b,Confirmed,1.22,0.12,0.12,,,,1.489,0.034
TOI-1669 b,Confirmed,0.0132,0.0085,0.0085,,,,0.214,0.0161
TOI-1669 c,Confirmed,,0.078,0.078,0.602,0.078,0.078,,
TOI-1670 b,Confirmed,0.0434,0.0274,0.0299,,,,0.1838,0.0134
TOI-1670 c,Confirmed,0.58,0.055,0.06,,,,0.97,0.023
TOI-1680 b,Confirmed,0.01001,0.0022,0.0035,,,,0.13079,0.00437
TOI-1683 b,Confirmed,0.025,0.006,0.006,,,,0.232,0.027
TOI-1685 b,Confirmed,0.00966,0.0009,0.0009,,,,0.1267,0.0054
TOI-1691 b,Confirmed,0.0459,0.017,0.017,,,,0.2614,0.0143
TOI-1693 b,Confirmed,0.0088,0.003,0.0069,,,,0.1258,0.009
TOI-1694 b,Confirmed,0.0809,,,,,,0.48702,0.071
TOI-1694 c,Confirmed,,0.037,0.037,0.929,0.037,0.037,,
TOI-1695 b,Confirmed,0.0182,0.0016,0.0016,,,,0.17,0.0143
TOI-1696 b,Confirmed,0.1787,0.1787,0.0,,,,0.2891,0.0107
TOI-169 b,Confirmed,0.791,0.06,0.064,,,,1.086,0.048
TOI-1710 Ab,Confirmed,0.0579,0.0148,0.0148,,,,0.4595,0.0107
TOI-1716 b,Confirmed,0.0151,0.0066,0.0066,,,,0.2471,0.0161
TOI-1723 b,Confirmed,0.0327,0.0151,0.0164,,,,0.27,0.0152
TOI-1728 b,Confirmed,0.08426,0.01614,0.01708,,,,0.4505,0.0152
TOI-172 Ab,Confirmed,5.41,0.2,0.2,,,,0.965,0.033
TOI-1736 Ab,Confirmed,0.0374,0.005,0.005,,,,0.2721,0.017
TOI-1736 Ac,Confirmed,,0.39,0.39,8.26,0.39,0.39,,
TOI-1739 b,Confirmed,0.013,0.0047,0.0085,,,,0.15122,0.00758
TOI-1742 b,Confirmed,0.0305,0.006,0.006,,,,0.2114,0.0045
TOI-1749 Ab,Confirmed,0.06,0.041,0.069,,,,0.124,0.018
TOI-1749 Ac,Confirmed,0.0066,0.005,0.0179,,,,0.1891,0.0107
TOI-1749 d,Confirmed,0.0135,0.011,0.0195,,,,0.2248,0.0134
TOI-1751 b,Confirmed,0.0538,0.0101,0.0101,,,,0.2489,0.0259
TOI-1753 b,Confirmed,0.0522,0.0164,0.0164,,,,0.2088,0.0054
TOI-1758 b,Confirmed,0.0217,0.0198,0.0198,,,,0.303,0.018
TOI-1759 Ab,Confirmed,0.0214,0.006,0.006,,,,0.273,0.0196
TOI-1775 b,Confirmed,0.302,0.047,0.047,,,,0.776,0.045
TOI-1776 b,Confirmed,0.0044,0.003,0.0035,,,,0.125,0.125
TOI-1778 b,Confirmed,0.02637,0.00415,0.00415,,,,0.24133,0.0071
TOI-1789 b,Confirmed,0.7,0.16,0.16,,,,1.4,0.13
TOI-178 b,Confirmed,0.00472,0.00138,0.00123,,,,0.10278,0.006629
TOI-178 c,Confirmed,0.01501,0.00214,0.00173,,,,0.1489,0.00883
TOI-178 d,Confirmed,0.00947,0.00289,0.00227,,,,0.22946,0.00696
TOI-178 e,Confirmed,0.01214,0.00299,0.00337,,,,0.1969,0.008
TOI-178 f,Confirmed,0.02429,0.00478,0.00525,,,,0.20403,0.0098
TOI-178 g,Confirmed,0.0124,0.0051,0.00412,,,,0.256,0.0116
TOI-1794 b,Confirmed,0.0274,0.0129,0.0129,,,,0.27,0.018
TOI-1798 b,Confirmed,0.0205,0.006,0.006,,,,0.2462,0.009
TOI-1798 c,Confirmed,0.0176,0.0025,0.0025,,,,0.125,0.0062
TOI-1799 b,Confirmed,0.013,0.0057,0.0057,,,,0.1445,0.303
TOI-179 Ab,Confirmed,0.0758,0.0242,0.0223,,,,0.2436,0.0045
TOI-1801 Ab,Confirmed,0.018214,0.00362,0.00362,,,,0.1865,0.0054
TOI-1803 b,Confirmed,0.0324,0.0079,0.0079,,,,0.2668,0.0071
TOI-1803 c,Confirmed,0.019,0.009,0.009,,,,0.3827,0.0071
TOI-1806 b,Confirmed,,,,,,,0.303,0.0312
TOI-1807 b,Confirmed,0.00809,0.0016,0.0016,,,,0.1222,0.009
TOI-1811 b,Confirmed,0.974,0.076,0.076,,,,1.0,0.026
TOI-181 b,Confirmed,0.13,0.02,0.01,,,,0.6183,0.009
TOI-1820 Ab,Confirmed,2.3,,,,,,1.12,0.02
TOI-1823 b,Confirmed,0.2121,0.0258,0.0258,,,,0.6727,0.0223
TOI-1824 Ab,Confirmed,0.0582,0.0101,0.0101,,,,0.2346,0.0134
TOI-1828 b,Confirmed,0.1841,0.012,0.012,,,,0.769,0.017
TOI-1836 Ab,Confirmed,0.092,0.015,0.015,,,,0.78188,0.00161
TOI-1836 Ac,Confirmed,0.025,,,,,,0.232,0.01285
TOI-1842 b,Confirmed,0.214,0.04,0.04,,,,1.04,0.06
TOI-1853 b,Confirmed,0.040571,,,,,,0.324465,0.01646
TOI-1855 Ab,Confirmed,1.133,0.096,0.096,,,,1.65,0.37
TOI-1859 b,Confirmed,,,,,,,0.87,0.07
TOI-1860 Ab,Confirmed,0.0069,0.0022,0.0041,,,,0.1169,0.0036
TOI-1883 Ab,Confirmed,,,,,,,0.5041,0.0214
TOI-1885 b,Confirmed,1.6248,0.1029,0.1029,,,,1.2187,0.0366
TOI-1899 b,Confirmed,0.67,0.04,0.04,,,,0.99,0.03
TOI-1937 Ab,Confirmed,2.01,0.17,0.17,,,,1.247,0.062
